sam_th,energy,R
0.1,250.0,0.995275774079029
0.5061224489795918,250.0,0.9762392443284496
0.9122448979591836,250.0,0.9572512225791019
1.3183673469387756,250.0,0.9380524986672091
1.7244897959183674,250.0,0.9183640781324756
2.1306122448979594,250.0,0.8978647851860353
2.536734693877551,250.0,0.8761599053164483
2.9428571428571426,250.0,0.8527323113905968
3.3489795918367347,250.0,0.8268589661801709
3.7551020408163267,250.0,0.7974547000472818
4.161224489795918,250.0,0.7627477673080135
4.5673469387755095,250.0,0.719509861885426
4.9734693877551015,250.0,0.6608625932906144
5.3795918367346935,250.0,0.5682211292911153
5.785714285714285,250.0,0.373760602378183
6.191836734693877,250.0,0.07734232446849887
6.597959183673469,250.0,0.15241481545450036
7.004081632653061,250.0,0.025504110416024444
7.410204081632653,250.0,0.03191105123298181
7.816326530612245,250.0,0.07065446092531397
8.222448979591837,250.0,0.032754019608577156
8.628571428571428,250.0,0.0017379145923640208
9.03469387755102,250.0,0.015041784950178405
9.440816326530612,250.0,0.02900232837855323
9.846938775510203,250.0,0.01973742714960466
10.253061224489795,250.0,0.0042735577461442496
10.659183673469387,250.0,0.00159770848065758
11.065306122448979,250.0,0.008700360521628642
11.47142857142857,250.0,0.012188479741174338
11.877551020408163,250.0,0.00785850897001381
12.283673469387754,250.0,0.0019153771390553922
12.689795918367347,250.0,0.0006501645103491122
13.095918367346938,250.0,0.0034553899679952526
13.502040816326529,250.0,0.005544218036815402
13.908163265306122,250.0,0.00437485246225734
14.314285714285713,250.0,0.0016287838967315707
14.720408163265306,250.0,0.000260817387886303
15.126530612244897,250.0,0.0010879220516046113
15.53265306122449,250.0,0.0024826828303508006
15.938775510204081,250.0,0.002670355877749801
16.344897959183676,250.0,0.0015571307941282973
16.751020408163267,250.0,0.00040246554676242696
17.15714285714286,250.0,0.00024344103540799918
17.56326530612245,250.0,0.0009125972173229719
17.96938775510204,250.0,0.0014736905926991566
18.375510204081632,250.0,0.0013105075166684936
18.781632653061227,250.0,0.0006508657996116074
19.187755102040818,250.0,0.00016356333677043828
19.59387755102041,250.0,0.00022450961842910343
20.0,250.0,0.0006174209218619065
0.1,275.0,0.9938183900128684
0.5061224489795918,275.0,0.9689369028205239
0.9122448979591836,275.0,0.9440046536590341
1.3183673469387756,275.0,0.9184478107052674
1.7244897959183674,275.0,0.8915931082808914
2.1306122448979594,275.0,0.8625539196277562
2.536734693877551,275.0,0.8300211508272909
2.9428571428571426,275.0,0.7918098819681454
3.3489795918367347,275.0,0.7436838863755642
3.7551020408163267,275.0,0.6754994595901332
4.161224489795918,275.0,0.5535881290501371
4.5673469387755095,275.0,0.23337312512516073
4.9734693877551015,275.0,0.22319157024928132
5.3795918367346935,275.0,0.16469802626509905
5.785714285714285,275.0,0.0020458707596515075
6.191836734693877,275.0,0.1094846885916087
6.597959183673469,275.0,0.10068947054158615
7.004081632653061,275.0,0.017227499602980766
7.410204081632653,275.0,0.0070611667422435884
7.816326530612245,275.0,0.039472524983939564
8.222448979591837,275.0,0.0370372530074099
8.628571428571428,275.0,0.011039652960450596
9.03469387755102,275.0,9.092080790839496e-05
9.440816326530612,275.0,0.009086056650197218
9.846938775510203,275.0,0.015785418686269946
10.253061224489795,275.0,0.010300288521775731
10.659183673469387,275.0,0.0018413785776847688
11.065306122448979,275.0,0.0005058767920780528
11.47142857142857,275.0,0.004660247606441955
11.877551020408163,275.0,0.006690533597656934
12.283673469387754,275.0,0.004075140015135914
