sam_th,energy,polarization,scan,q,R,R_err
4.148,285.0,100.0,4.0,0.02089416704062751,0.1059940429704532,0.1072761476213462
4.148,285.5,100.0,10.0,0.02093082347403212,0.21336743118067958,0.21814761512329162
4.148,286.0,100.0,5.0,0.02096747990743673,0.15965081167010675,0.1605934680573673
4.148,286.5,100.0,6.0,0.02100413634084134,0.06634113174534018,0.06713506620822499
4.148,287.0,100.0,7.0,0.02104079277424595,0.05421130956119011,0.054901712524270334
4.148,287.7,100.0,8.0,0.021092111781012404,0.06255460484195477,0.06377874671495125
4.168,250.0,100.0,0.0,0.018416432482550673,0.4036272762650993,0.4041571302791634
4.17,288.6,100.0,9.0,0.021270113145257622,0.07443968519384205,0.07632548228059101
4.188,284.0,100.0,1.0,0.021021277877368235,0.0673047081035268,0.06755028097797473
4.188,284.2,100.0,2.0,0.02103608159418328,0.03154909877669659,0.031692639924957564
4.188,284.6,100.0,3.0,0.021065689027813382,0.03993603277003707,0.040380866324956306
4.21,285.0,100.0,4.0,0.02120591326663146,0.12062500363351672,0.12208408448219826
4.21,285.5,100.0,10.0,0.021243116623239584,0.21505036889495038,0.21986825658547587
4.21,286.0,100.0,5.0,0.021280319979847712,0.1526503632644262,0.1535516855843289
4.21,286.5,100.0,6.0,0.021317523336455837,0.05562539775730147,0.05629109216331074
4.21,287.0,100.0,7.0,0.02135472669306396,0.04291603074801975,0.04346258376494386
4.21,287.7,100.0,8.0,0.021406811392315338,0.057367830502182436,0.05849047149173252
4.232,288.6,100.0,9.0,0.021585788338322878,0.08136698769320828,0.08342827567353528
4.24,250.0,100.0,0.0,0.01873399063409717,0.39583065042798876,0.3963502695700834
4.25,284.0,100.0,1.0,0.021331914334780145,0.053800557219458776,0.05399685786254248
4.25,284.2,100.0,2.0,0.021346936809663795,0.024081429718787732,0.024190994689187267
4.25,284.6,100.0,3.0,0.021376981759431094,0.03501170752202931,0.035401690733694285
4.272,285.0,100.0,4.0,0.02151763466158723,0.10878070806098106,0.11009652023139987
4.272,285.5,100.0,10.0,0.02155538489783563,0.19278607953867974,0.19710516852367838
4.272,286.0,100.0,5.0,0.021593135134084028,0.12695381158784705,0.12770340891296209
4.272,286.5,100.0,6.0,0.021630885370332427,0.0519409396035451,0.052562540424950586
4.272,287.0,100.0,7.0,0.021668635606580826,0.03906409521680325,0.03956159227610759
4.272,287.7,100.0,8.0,0.02172148593732858,0.057304641373169984,0.058426045803733916
4.292,288.6,100.0,9.0,0.021891256398440414,0.0694606158933188,0.07122027711104578
4.31,250.0,100.0,0.0,0.01904269936803501,0.3601806158339457,0.36065343607259165
4.312,284.0,100.0,1.0,0.02164252581360302,0.047537726198347896,0.047711175818681895
4.312,284.2,100.0,2.0,0.021657767028964714,0.010199039496473236,0.010245442782058184
4.312,284.6,100.0,3.0,0.0216882494596881,0.03763066458179065,0.038049819443673936
4.334,285.0,100.0,4.0,0.021829330860484882,0.10063000335252474,0.10184722454441393
4.334,285.5,100.0,10.0,0.021867627932169943,0.18202527131976612,0.1861032802000227
4.334,286.0,100.0,5.0,0.021905925003855006,0.12146654763912192,0.12218374547715799
4.334,286.5,100.0,6.0,0.021944222075540067,0.04998645377139187,0.05058466437290597
4.334,287.0,100.0,7.0,0.021982519147225127,0.03661384220700762,0.037080134302772946
4.334,287.7,100.0,8.0,0.022036135047584213,0.048015839408339124,0.04895546966793914
4.354,288.6,100.0,9.0,0.022206881503212574,0.06664223213582787,0.0683304946115347
4.376,284.0,100.0,1.0,0.021963130431722346,0.02551607488223958,0.025609174696948265
4.376,284.2,100.0,2.0,0.021978597424984123,0.003922001431467145,0.0039398456365564456
4.376,284.6,100.0,3.0,0.02200953141150768,0.04059995920894757,0.041052188009151336
4.38,250.0,100.0,0.0,0.01935137967836044,0.32989274611782854,0.3303258065327702
4.396,285.0,100.0,4.0,0.022141001498344,0.0923552746066597,0.09347240462443537
4.396,285.5,100.0,10.0,0.022179845360621793,0.16693333999543494,0.1706732363184921
4.396,286.0,100.0,5.0,0.02221868922289959,0.10474270692214571,0.10536115903439143
4.396,286.5,100.0,6.0,0.022257533085177385,0.039780661322819676,0.04025673456953141
4.396,287.0,100.0,7.0,0.022296376947455183,0.02951284534733628,0.02988870337477852
4.396,287.7,100.0,8.0,0.022350758354644097,0.04073592517002922,0.04153309352976665
4.414,288.6,100.0,9.0,0.022512300398331242,0.05914989680617077,0.06064835428605015
4.438,284.0,100.0,1.0,0.022273690026986138,0.013997791596321644,0.014048864961247978
4.438,284.2,100.0,2.0,0.02228937572418824,0.002951663397603658,0.002965092787659163
4.438,284.6,100.0,3.0,0.02232074711859245,0.04519354619402944,0.04569694135920919
4.45,250.0,100.0,0.0,0.019660031104329463,0.3271269867759375,0.32755641649301653
4.456,285.0,100.0,4.0,0.02244259356340063,0.09830455265111068,0.0994936451758017
4.456,285.5,100.0,10.0,0.02248196653456449,0.15771919923052727,0.1612526662617021
4.456,286.0,100.0,5.0,0.022521339505728353,0.08956554563057315,0.09009438436796458
4.456,286.5,100.0,6.0,0.022560712476892213,0.03412779401842635,0.034536216833965155
4.456,287.0,100.0,7.0,0.022600085448056074,0.034066698700339584,0.03450055189288289
4.456,287.7,100.0,8.0,0.02265520760768548,0.04213135176905427,0.042955827473069155
4.476,288.6,100.0,9.0,0.02282787398379007,0.058146398499574155,0.05961943413385855
4.5,284.0,100.0,1.0,0.02258422354088935,0.006864494891771158,0.006889541189269581
4.5,284.2,100.0,2.0,0.022600127923664625,0.002904457763523813,0.00291767237879389
4.5,284.6,100.0,3.0,0.02263193668921518,0.043057222006834026,0.043536821401208944
4.518,285.0,100.0,4.0,0.022754212838150992,0.08553007679800942,0.08656464917755843
4.518,285.5,100.0,10.0,0.02279413250979687,0.1406513491323559,0.1438024360480524
4.518,286.0,100.0,5.0,0.02283405218144275,0.08673423565056669,0.08724635695063947
4.518,286.5,100.0,6.0,0.022873971853088627,0.030686993938135215,0.031054239135931135
4.518,287.0,100.0,7.0,0.022913891524734508,0.028709730784371633,0.029075360822885882
4.518,287.7,100.0,8.0,0.022969779065038737,0.04593059815092811,0.04682942196398521
4.522,250.0,100.0,0.0,0.019977470523211718,0.3142306944599783,0.3146431948151139
4.536,288.6,100.0,9.0,0.02313324232916383,0.05627726989697192,0.057702954481015194
4.562,284.0,100.0,1.0,0.022894730609813015,0.0016329082084725534,0.001638866156642352
4.562,284.2,100.0,2.0,0.022910853659538235,0.00622458736047293,0.006252907802318102
4.562,284.6,100.0,3.0,0.02294309975898868,0.04685213733477633,0.0473740069688034
4.58,285.0,100.0,4.0,0.02306580546887296,0.07232926831631556,0.07320416362840292
4.58,285.5,100.0,10.0,0.023106271794256946,0.14959522054773833,0.1529466817674606
4.58,286.0,100.0,5.0,0.023146738119640936,0.07193340018097134,0.07235813011769147
4.58,286.5,100.0,6.0,0.023187204445024923,0.026308110275002943,0.026622951382641504
4.58,287.0,100.0,7.0,0.023227670770408913,0.028619299653957382,0.028983778015434163
4.58,287.7,100.0,8.0,0.02328432362594649,0.03687875541989395,0.0376004421581852
4.592,250.0,100.0,0.0,0.020286061940048825,0.31877996106979384,0.3191984333879656
4.598,288.6,100.0,9.0,0.02344876296452269,0.04732036947120084,0.048519146906386146
4.624,284.0,100.0,1.0,0.023205210870169087,0.002851308948640536,0.002861712442752415
4.624,284.2,100.0,2.0,0.02322155256796498,0.012370498664146117,0.012426781589860748
4.624,284.6,100.0,3.0,0.02325423596355677,0.038649828414214146,0.039080335386940106
4.642,285.0,100.0,4.0,0.02337737109070737,0.08273178445397449,0.0837325086706617
4.642,285.5,100.0,10.0,0.023418384022445452,0.13949759426211356,0.14262283299435521
4.642,286.0,100.0,5.0,0.023459396954183538,0.06708057034050098,0.06747664679906115
4.642,286.5,100.0,6.0,0.023500409885921617,0.02122435861363197,0.02147836015555128
4.642,287.0,100.0,7.0,0.023541422817659703,0.025372391447655265,0.025695519119310575
4.642,287.7,100.0,8.0,0.02359884092209302,0.034493365799673784,0.0351683724362379
4.658,288.6,100.0,9.0,0.023754079375634684,0.049849456419582834,0.051112303776436586
4.662,250.0,100.0,0.0,0.02059462307739926,0.28702612247173287,0.28740291054349093
4.688,284.0,100.0,1.0,0.023525678117652757,0.008173333625023774,0.008203155447132144
4.688,284.2,100.0,2.0,0.02354224549660885,0.018983221238164445,0.019069590531737766
4.688,284.6,100.0,3.0,0.023575380254521043,0.03628321239949998,0.036687358460990305
4.704,285.0,100.0,4.0,0.023688909338826697,0.08579750362867201,0.08683531080494883
4.704,285.5,100.0,10.0,0.023730468828894815,0.11349041509056862,0.11603300116780792
4.704,286.0,100.0,5.0,0.023772028318962933,0.05892553066948725,0.05927345578979974
4.704,286.5,100.0,6.0,0.023813587809031048,0.02262191170643611,0.022892638401136166
4.704,287.0,100.0,7.0,0.023855147299099166,0.02212763636350587,0.022409440766221554
4.704,287.7,100.0,8.0,0.023913330585194528,0.03716310650045,0.03789035775417892
4.72,288.6,100.0,9.0,0.024069545630347005,0.04441610072350571,0.04554130367312894
4.732,250.0,100.0,0.0,0.020903153474696894,0.31435665135308394,0.31476931705573025
4.75,284.0,100.0,1.0,0.023836102775936795,0.017604006570571415,0.017668237834878895
4.75,284.2,100.0,2.0,0.023852888763807173,0.025755918461008907,0.025873101970324868
4.75,284.6,100.0,3.0,0.023886460739547935,0.03154998037007162,0.03190140460909069
4.766,285.0,100.0,4.0,0.02400041984843546,0.06657765358148475,0.06738297732336862
4.766,285.5,100.0,10.0,0.024042525848169558,0.10445115449300083,0.10679122921167675
4.766,286.0,100.0,5.0,0.024084631847903656,0.05418106690340822,0.0545009783918047
4.766,286.5,100.0,6.0,0.02412673784763775,0.0190418784413077,0.019269761251487213
4.766,287.0,100.0,7.0,0.02416884384737185,0.023509940785552262,0.0238093493944121
4.766,287.7,100.0,8.0,0.024227792246999585,0.033000522626754535,0.033646315557270885
4.78,288.6,100.0,9.0,0.02437480872291583,0.045618490586364704,0.04677415394557473
4.802,250.0,100.0,0.0,0.02121165267142149,0.29279050263856754,0.29317485779052455
4.812,284.0,100.0,1.0,0.02414649952335423,0.02979429438843767,0.029903004027351226
4.812,284.2,100.0,2.0,0.024163504100483353,0.03195428046921526,0.03209966510105115
4.812,284.6,100.0,3.0,0.024197513254741603,0.02106680239185012,0.021301458163811994
4.828,285.0,100.0,4.0,0.02431190225477067,0.08116210523051999,0.08214384259684844
4.828,285.5,100.0,10.0,0.02435455471486676,0.0948441011443295,0.0969689439417182
4.828,286.0,100.0,5.0,0.02439720717496285,0.046910688457880156,0.04718767208009302
4.828,286.5,100.0,6.0,0.024439859635058937,0.019344710618328768,0.01957621755874969
4.828,287.0,100.0,7.0,0.024482512095155028,0.022708979344740334,0.02299818738555403
4.828,287.7,100.0,8.0,0.02454222553928955,0.029056467824227147,0.02962507886469136
4.842,288.6,100.0,9.0,0.024690219166681605,0.042879211425114507,0.04396548001661929
4.874,250.0,100.0,0.0,0.021528933095463224,0.25666733584941337,0.2570042710026502
4.876,284.0,100.0,1.0,0.024466879407827585,0.03594910225114191,0.03608026877161855
4.876,284.2,100.0,2.0,0.02448410960459366,0.03646897486190712,0.0366349003155827
4.876,284.6,100.0,3.0,0.024518569998125815,0.01882513194313017,0.01903481852898376
4.888,285.0,100.0,4.0,0.024613309739949265,0.07201145672045563,0.07288250778135924
4.888,285.5,100.0,10.0,0.02465649098510707,0.09722883069896424,0.09940709985979303
4.888,286.0,100.0,5.0,0.024699672230264876,0.04920016806592992,0.04949066989424179
4.888,286.5,100.0,6.0,0.02474285347542268,0.01893397272305881,0.019160564176485637
4.888,287.0,100.0,7.0,0.024786034720580486,0.0227585011542529,0.023048339875349013
4.888,287.7,100.0,8.0,0.024846488463801414,0.03285044844534996,0.03349330454827421
4.902,288.6,100.0,9.0,0.02499542755666761,0.039324024856924274,0.04032022911707564
4.938,284.0,100.0,1.0,0.024777218313319554,0.04804895207592354,0.04822426699233839
4.938,284.2,100.0,2.0,0.024794667058610626,0.034359145272060715,0.03451547148602091
4.938,284.6,100.0,3.0,0.02482956454919277,0.015231109486002115,0.015400763507898494
4.944,250.0,100.0,0.0,0.021837367585146657,0.2146443058487395,0.21492607607027242
4.95,285.0,100.0,4.0,0.02492473578135965,0.06776750919037496,0.06858722543364189
4.95,285.5,100.0,10.0,0.024968463387993616,0.08732879629072351,0.08928526971989958
4.95,286.0,100.0,5.0,0.025012190994627582,0.04011318015515066,0.04035002796751707
4.95,286.5,100.0,6.0,0.025055918601261544,0.01781140517030829,0.018024562347840247
4.95,287.0,100.0,7.0,0.02509964620789551,0.023748937344504208,0.024051389671248785
4.95,287.7,100.0,8.0,0.02516086485718306,0.02880897706892837,0.029372744920030166
4.964,288.6,100.0,9.0,0.02531078075943987,0.04187119285587557,0.04293192508896737
5.0,284.0,100.0,1.0,0.025087528205946393,0.05575627881991398,0.05595971525169028
5.0,284.2,100.0,2.0,0.025105195479330863,0.024942932540744905,0.025056417150978498
5.0,284.6,100.0,3.0,0.025140530026099804,0.01512086339836015,0.015289289427497105
5.012,285.0,100.0,4.0,0.025236132637169416,0.05719058425010997,0.057882361938737185
5.012,285.5,100.0,10.0,0.02528040655407673,0.07803516454066134,0.07978342779917375
5.012,286.0,100.0,5.0,0.025324680470984046,0.03959893387485721,0.03983274532595697
5.012,286.5,100.0,6.0,0.02536895438789136,0.01721792371993941,0.017423978435331597
5.012,287.0,100.0,7.0,0.025413228304798675,0.019825948782247936,0.020078440262271874
5.012,287.7,100.0,8.0,0.025475211788468913,0.029319755861779047,0.029893519231352212
5.014,250.0,100.0,0.0,0.022145769479825564,0.17415604471363857,0.17438466474204425
5.024,288.6,100.0,9.0,0.02561593306305143,0.03708423471765122,0.03802369787648584
5.062,284.0,100.0,1.0,0.02539780872235096,0.05044304672619175,0.050627096911230934
5.062,284.2,100.0,2.0,0.025415694503141347,0.0235110283069896,0.023617998082065213
5.062,284.6,100.0,3.0,0.02545146606472213,0.01567944357574611,0.015854091434864145
5.074,285.0,100.0,4.0,0.025547499942748672,0.057779698427801535,0.05847860204545229
5.074,285.5,100.0,10.0,0.025592320118086827,0.07277740366544289,0.07440787451313263
5.074,286.0,100.0,5.0,0.025637140293424985,0.03321715723933813,0.0334132875634545
5.074,286.5,100.0,6.0,0.02568196046876314,0.018697276308835446,0.018921035108740256
5.074,287.0,100.0,7.0,0.025726780644101294,0.023619750015340994,0.023920557089174902
5.074,287.7,100.0,8.0,0.02578952888957471,0.02958830966008198,0.030167328405346278
5.084,250.0,100.0,0.0,0.0224541383191715,0.14393909190372375,0.14412804520324216
5.086,288.6,100.0,9.0,0.025931227595042725,0.03440597910207243,0.03527759341624475
5.124,284.0,100.0,1.0,0.025708059499210508,0.03940458723691729,0.039548361692328636
5.124,284.2,100.0,2.0,0.025726163766463472,0.014526222620459052,0.014592313594708224
5.124,284.6,100.0,3.0,0.025762372300969408,0.02272539353259701,0.02297852377340621
5.136,285.0,100.0,4.0,0.025858837333502097,0.05020648064352972,0.0508137785683384
5.136,285.5,100.0,10.0,0.025904203714788944,0.0721482892972202,0.07376466576141193
5.136,286.0,100.0,5.0,0.02594957009607579,0.03539827077299655,0.035607279456968004
5.136,286.5,100.0,6.0,0.025994936477362635,0.018030697436426997,0.018246478984133764
5.136,287.0,100.0,7.0,0.026040302858649483,0.021554905870882286,0.02182941631902734
5.136,287.7,100.0,8.0,0.026103815792451066,0.024377839396929973,0.024854893549128065
5.146,288.6,100.0,9.0,0.02623632242874249,0.03335049777508906,0.034195373346259446
5.154,250.0,100.0,0.0,0.022762473642905387,0.13137939027690404,0.13155185606749095
5.188,284.0,100.0,1.0,0.026028286786465255,0.030360787928453918,0.03047156451707869
5.188,284.2,100.0,2.0,0.026046616565892345,0.00837113244349256,0.00840921917210844
5.188,284.6,100.0,3.0,0.026083276124746525,0.034590322475931135,0.034975612026382316
5.198,285.0,100.0,4.0,0.026170144444869408,0.04921816409542874,0.0498135073366782
5.198,285.5,100.0,10.0,0.026216056978983215,0.060356369442302604,0.06170856525984582
5.198,286.0,100.0,5.0,0.026261969513097023,0.02476657372907529,0.024912807679733265
5.198,286.5,100.0,6.0,0.026307882047210827,0.017275357408684782,0.017482099459122755
5.198,287.0,100.0,7.0,0.026353794581324634,0.021440790396788114,0.02171384753819541
5.198,287.7,100.0,8.0,0.02641807212908396,0.022008247058962916,0.02243893024918042
5.208,288.6,100.0,9.0,0.026551556860431397,0.0345687085571962,0.03544444533281636
5.226,250.0,100.0,0.0,0.023079583096928705,0.12584893005440842,0.12601413583874493
5.25,284.0,100.0,1.0,0.02633847600558184,0.018330022681723058,0.018396902941447572
5.25,284.2,100.0,2.0,0.02635702422812098,0.0006818591589310983,0.000684961461387279
5.25,284.6,100.0,3.0,0.02639412067319927,0.040252071554610705,0.04070042535544029
5.26,285.0,100.0,4.0,0.026481420912325766,0.058550972910437205,0.05925920586937536
5.26,285.5,100.0,10.0,0.026527879545505288,0.0593343424903163,0.060663641294956626
5.26,286.0,100.0,5.0,0.026574338178684806,0.025659116123607596,0.02581062008060193
5.26,286.5,100.0,6.0,0.026620796811864324,0.019236804900079882,0.019467020483748116
5.26,287.0,100.0,7.0,0.026667255445043843,0.02277572613147466,0.023065784219625532
5.26,287.7,100.0,8.0,0.02673229753149517,0.02456740678396734,0.025048170613123876
5.268,288.6,100.0,9.0,0.026856592840942595,0.03134350116189585,0.032137533041876255
5.296,250.0,100.0,0.0,0.02338784901815444,0.15216439456190817,0.1523641454707226
5.312,284.0,100.0,1.0,0.026648634383679766,0.006498974669720763,0.006522687303436562
5.312,284.2,100.0,2.0,0.026667401027611934,0.0003160154948122975,0.00031745329268141197
5.312,284.6,100.0,3.0,0.026704934315476277,0.04512004880226814,0.045622625305608275
5.32,285.0,100.0,4.0,0.026782626683017095,0.04569898203395545,0.04625175722551166
5.32,285.5,100.0,10.0,0.026829613747373266,0.0592207839400956,0.06054753863219115
5.32,286.0,100.0,5.0,0.026876600811729438,0.0270836374287883,0.027243552455498286
5.32,286.5,100.0,6.0,0.026923587876085606,0.017416331008332526,0.017624760153882875
5.32,287.0,100.0,7.0,0.026970574940441777,0.02093480669089886,0.021201419925072705
5.32,287.7,100.0,8.0,0.027036356830540415,0.024422598363313796,0.02490052841146041
5.33,288.6,100.0,9.0,0.02717176574308016,0.03103838343353877,0.03182468569830449
5.366,250.0,100.0,0.0,0.023696080030088013,0.15296035744943287,0.1531611532433574
5.376,284.0,100.0,1.0,0.026968765136338533,0.00010174274222021296,0.00010211396822156196
5.376,284.2,100.0,2.0,0.026987757224462717,0.0030854126941632196,0.003099450612777437
5.376,284.6,100.0,3.0,0.027025741400711085,0.04995862709322103,0.050515098834335866
5.382,285.0,100.0,4.0,0.02709384178693682,0.044962589311840995,0.045506457092117786
5.382,285.5,100.0,10.0,0.02714137484270338,0.06079697661715893,0.062159043591375834
5.382,286.0,100.0,5.0,0.027188907898469936,0.02172050189254781,0.02184875034696734
5.382,286.5,100.0,6.0,0.02723644095423649,0.015649809975709607,0.015837098361518417
5.382,287.0,100.0,7.0,0.027283974010003046,0.018267088343678486,0.018499727105247027
5.382,287.7,100.0,8.0,0.027350520288076222,0.024422598363313796,0.02490052841146041
5.39,288.6,100.0,9.0,0.027476741487392847,0.03556090620718699,0.036461778546357154
5.436,250.0,100.0,0.0,0.02400427567265608,0.1482248016531754,0.14841938093648477
5.438,284.0,100.0,1.0,0.027278859718549514,0.0027859926203016336,0.002796157796486721
5.438,284.2,100.0,2.0,0.027298070183140042,0.00863076343093171,0.008670031420867443
5.438,284.6,100.0,3.0,0.0273364911123211,0.052513886413455904,0.053098820297861386
5.444,285.0,100.0,4.0,0.0274050251653429,0.04525327064951775,0.04580065451319431
5.444,285.5,100.0,10.0,0.027453104156861044,0.05796255520365022,0.05926112112874977
5.444,286.0,100.0,5.0,0.027501183148379193,0.025270968548060435,0.0254201806921447
5.444,286.5,100.0,6.0,0.027549262139897335,0.013596120499359815,0.013758831450198163
5.444,287.0,100.0,7.0,0.027597341131415484,0.01838981630638354,0.018624018058217215
5.444,287.7,100.0,8.0,0.027664651719540884,0.020331102259757344,0.020728965113550806
5.452,288.6,100.0,9.0,0.027791851431009106,0.02737019029929036,0.028063565412252772
5.5,284.0,100.0,1.0,0.027588922358600235,0.008864179405531393,0.008896521898019292
5.5,284.2,100.0,2.0,0.027608351177162628,0.017038611367597486,0.017116133133204432
5.5,284.6,100.0,3.0,0.02764720881428742,0.049118306914083386,0.04966541862149862
5.506,285.0,100.0,4.0,0.027716176453855386,0.04804768724238366,0.04862887238781004
5.506,285.5,100.0,10.0,0.02776480132482706,0.05808974077989741,0.059391156111047096
5.506,286.0,100.0,5.0,0.02781342619579874,0.02285933081978771,0.022994303476552534
5.506,286.5,100.0,6.0,0.027862051066770414,0.014499395785991633,0.014672916642550039
5.506,287.0,100.0,7.0,0.02791067593774209,0.019505133581492622,0.019753539350121734
5.506,287.7,100.0,8.0,0.027978750757102436,0.02205037314497122,0.022481880707846152
5.508,250.0,100.0,0.0,0.02432123952088606,0.1290190216077815,0.129188388869385
5.512,288.6,100.0,9.0,0.02809676555638645,0.025555304848396042,0.026202703064933285
5.562,284.0,100.0,1.0,0.027898952693423084,0.017612799153232418,0.017677062498799277
5.562,284.2,100.0,2.0,0.027918599843207187,0.025871310010981866,0.025989018525328877
5.562,284.6,100.0,3.0,0.027957894142775393,0.043138069137771476,0.04361856906016997
5.568,285.0,100.0,4.0,0.02802729528813191,0.040943435349563684,0.04143868741669962
5.568,285.5,100.0,10.0,0.02807646598161986,0.05720398408817594,0.058485555341476446
5.568,286.0,100.0,5.0,0.028125636675107812,0.028910098355347788,0.029080797699659995
5.568,286.5,100.0,6.0,0.02817480736859576,0.016403409588641355,0.016599716643384242
5.568,287.0,100.0,7.0,0.028223978062083713,0.017261580298358135,0.017481413508105302
5.568,287.7,100.0,8.0,0.028292817032966842,0.018261658284599448,0.01861902383159653
5.574,288.6,100.0,9.0,0.02841181111279687,0.028710448172740332,0.029437776336238394
5.578,250.0,100.0,0.0,0.02462936200111803,0.09731387222890424,0.09744161915993854
5.624,284.0,100.0,1.0,0.02820895035998827,0.029428774166387273,0.029536150141518204
5.624,284.2,100.0,2.0,0.02822881581798826,0.03592348753476225,0.03608693114647288
5.624,284.6,100.0,3.0,0.028268546733988247,0.033456012729748255,0.03382866759914136
5.63,285.0,100.0,4.0,0.028338381303868114,0.04256737508938451,0.04308227034244718
5.63,285.5,100.0,10.0,0.028388097762295953,0.05119219443949203,0.052339080374672615
5.63,286.0,100.0,5.0,0.028437814220723792,0.026551658518139905,0.026708432481470604
5.63,286.5,100.0,6.0,0.028487530679151628,0.01836659749484692,0.018586398911154788
5.63,287.0,100.0,7.0,0.02853724713757947,0.018346753863329134,0.018580407197525916
5.63,287.7,100.0,8.0,0.028606850179378442,0.01932007619555807,0.019698154105573146
5.634,288.6,100.0,9.0,0.028716662236781404,0.025268268170608274,0.025908394823202806
5.648,250.0,100.0,0.0,0.024937447718944322,0.07973600564230428,0.07984067756399883
5.688,284.0,100.0,1.0,0.028528913300466353,0.04607062097719717,0.04623871761025246
5.688,284.2,100.0,2.0,0.028549004084480765,0.03672729458173295,0.03689439533076211
5.688,284.6,100.0,3.0,0.028589185652509595,0.026253268337139885,0.026545694346250644
5.692,285.0,100.0,4.0,0.028649434136798064,0.03755215307666817,0.03800638417080676
5.692,285.5,100.0,10.0,0.02869969630195034,0.05185991871478975,0.053021764031733566
5.692,286.0,100.0,5.0,0.02874995846710262,0.02796238777748898,0.028127491375558828
5.692,286.5,100.0,6.0,0.028800220632254896,0.017886243007158326,0.018100295803083272
5.692,287.0,100.0,7.0,0.028850482797407172,0.01832737576395465,0.018560782310214834
5.692,287.7,100.0,8.0,0.02892084982862036,0.019622857438742747,0.02000686052723312
5.696,288.6,100.0,9.0,0.029031641977593392,0.023430781406502326,0.02402435859858171
5.718,250.0,100.0,0.0,0.02524549621450845,0.04655606727191996,0.061176175728911486
5.75,284.0,100.0,1.0,0.028838843458305497,0.06511388141578192,0.09974958862403677
5.75,284.2,100.0,2.0,0.028859152502994447,0.04120346736172857,0.0706722160122121
5.75,284.6,100.0,3.0,0.028899770592372344,0.02150466510034212,0.028642026358243422
5.754,285.0,100.0,4.0,0.028960453422694654,0.04023413215697878,0.11952652823497294
5.754,285.5,100.0,10.0,0.029011261235716925,0.049443677261866326,0.23546606881470256
5.754,286.0,100.0,5.0,0.0290620690487392,0.02716209188576232,0.08021745699549436
5.754,286.5,100.0,6.0,0.029112876861761467,0.020135270662453332,0.06369183585938507
5.754,287.0,100.0,7.0,0.02916368467478374,0.01667637224346495,0.05552752837519041
5.754,287.7,100.0,8.0,0.02923481561301492,0.020065038457151334,0.06336870405487681
5.756,288.6,100.0,9.0,0.029336428718013313,0.02571454106646246,0.13366344819410583
5.788,250.0,100.0,0.0,0.02555350702800946,0.03744281265112687,0.04532239811327567
5.812,284.0,100.0,1.0,0.029148739847322597,0.072282537571426,0.09731839371397155
5.812,284.2,100.0,2.0,0.029169267128905222,0.039048718120921755,0.059022602234309995
5.812,284.6,100.0,3.0,0.029210321692070468,0.014943303618951922,0.018051369419664842
5.814,285.0,100.0,4.0,0.029261407544129987,0.04154043108092105,0.10041546376184152
5.814,285.5,100.0,10.0,0.029312743346838987,0.04680463125191611,0.1640727999402753
5.814,286.0,100.0,5.0,0.02936407914954799,0.026147639915533347,0.058981121729914245
5.814,286.5,100.0,6.0,0.029415414952256986,0.020703453388408653,0.05147145029650745
5.814,287.0,100.0,7.0,0.02946675075496599,0.016907342577155975,0.043827824723233454
5.814,287.7,100.0,8.0,0.02953862087875859,0.018991998394955144,0.04575968710284173
5.818,288.6,100.0,9.0,0.029651341215132663,0.022118092512567994,0.08594032397303006
5.86,250.0,100.0,0.0,0.025870278353875314,0.037406047835447126,0.045290072665050446
5.876,284.0,100.0,1.0,0.02946859708897053,0.06996271290644887,0.09572175987751959
5.876,284.2,100.0,2.0,0.029489349622131778,0.03425452630943608,0.05073852025226269
5.876,284.6,100.0,3.0,0.02953085468845428,0.008833530913024922,0.010861291233775286
5.876,285.0,100.0,4.0,0.02957235975477677,0.040062927312495125,0.09057161805262079
5.876,285.5,100.0,10.0,0.029624241087679883,0.049555069940948326,0.17460911658624143
5.876,286.0,100.0,5.0,0.029676122420583005,0.02463275694790929,0.05702694286179834
5.876,286.5,100.0,6.0,0.02972800375348612,0.01931019277238401,0.04959484572531107
5.876,287.0,100.0,7.0,0.02977988508638924,0.017211559172559253,0.04362721476405349
5.876,287.7,100.0,8.0,0.0298525189524536,0.017512785015041117,0.042460554996579886
5.878,288.6,100.0,9.0,0.029956062190108063,0.024233255740086276,0.08572017213866473
5.93,250.0,100.0,0.0,0.026178211314419053,0.04138461014740338,0.05084581035674166
5.938,284.0,100.0,1.0,0.0297784237329975,0.06225419670618889,0.08392444488224333
5.938,284.2,100.0,2.0,0.029799394453936232,0.02984396915562789,0.04353786288942892
5.938,284.6,100.0,3.0,0.0298413358958137,0.0070760451530215256,0.008740806504362207
5.938,285.0,100.0,4.0,0.02988327733769116,0.03597457717118241,0.08337554913308882
5.938,285.5,100.0,10.0,0.029935704140037985,0.04433372606452622,0.16042833735606726
5.938,286.0,100.0,5.0,0.029988130942384814,0.021435818318516105,0.0476177499851449
5.938,286.5,100.0,6.0,0.030040557744731636,0.02007331244388347,0.05137722378823996
5.938,287.0,100.0,7.0,0.030092984547078466,0.017848034979061966,0.04450815415001764
5.938,287.7,100.0,8.0,0.030166382070364022,0.016375799499202835,0.04107942931010982
5.94,288.6,100.0,9.0,0.030270906015745468,0.022356489025794957,0.08607936723683973
6.0,250.0,100.0,0.0,0.026486105200705646,0.055790568009778566,0.06804082911103355
