sam_th,energy,polarization,scan,q,R,R_err
1.988,285.0,100.0,4.0,0.010020629131164983,0.4394597978020615,0.44477550644806135
1.988,285.5,100.0,10.0,0.01003820918227229,0.6362503875185527,0.6505046430488703
1.988,286.0,100.0,5.0,0.0100557892333796,0.6796956620896231,0.6837089173343631
1.988,286.5,100.0,6.0,0.010073369284486905,0.52392577246861,0.5301958302112652
1.988,287.0,100.0,7.0,0.010090949335594212,0.49103457878291895,0.49728810283372477
1.988,287.7,100.0,8.0,0.010115561407144442,0.38853415701533167,0.39613744908141574
2.0,284.0,100.0,1.0,0.010045719080523256,0.5277684938107021,0.5296941484895515
2.0,284.2,100.0,2.0,0.010052793530579963,0.4734436619333548,0.4755977217799388
2.0,284.6,100.0,3.0,0.010066942430693377,0.32007134146826965,0.32363650462488447
2.036,288.6,100.0,9.0,0.010392106532403219,0.44647538170792855,0.45778604176697457
2.05,285.0,100.0,4.0,0.010333012372656533,0.4657645209862236,0.4713984117393469
2.05,285.5,100.0,10.0,0.010351140464538385,0.611764892919965,0.6254705869033802
2.05,286.0,100.0,5.0,0.01036926855642024,0.7230361809693739,0.7273053398109816
2.05,286.5,100.0,6.0,0.010387396648302093,0.5073082918582814,0.513379480661023
2.05,287.0,100.0,7.0,0.010405524740183946,0.4457867167435032,0.4514639909623473
2.05,287.7,100.0,8.0,0.010430904068818542,0.38508771660377744,0.3926235646818253
2.056,250.0,100.0,0.0,0.00909056348479016,0.8012446093448723,0.8022964279346292
2.062,284.0,100.0,1.0,0.010357003935303505,0.5456463265270021,0.5476372115722367
2.062,284.2,100.0,2.0,0.010364297600046677,0.4306111053439619,0.4325702869026014
2.062,284.6,100.0,3.0,0.010378884929533021,0.37203154753045703,0.37617547731895223
2.098,288.6,100.0,9.0,0.01070842621422067,0.42954473798109255,0.44042649028033665
2.112,285.0,100.0,4.0,0.010645383514715024,0.40449664650630096,0.4093894406409762
2.112,285.5,100.0,10.0,0.010664059626144348,0.639384603504644,0.6537090765411971
2.112,286.0,100.0,5.0,0.010682735737573675,0.6580185066268317,0.6619037693556499
2.112,286.5,100.0,6.0,0.010701411849002997,0.47052984608351556,0.47616089051693866
2.112,287.0,100.0,7.0,0.010720087960432324,0.42920552304540466,0.4346716290531645
2.112,287.7,100.0,8.0,0.010746234516433377,0.3611311380669304,0.3681981757193545
2.124,284.0,100.0,1.0,0.01066827666255779,0.5097713331868601,0.5116313221108043
2.124,284.2,100.0,2.0,0.010675789533446915,0.3994147375552508,0.4012319828105538
2.124,284.6,100.0,3.0,0.010690815275225168,0.3342416385998502,0.3379646397591429
2.126,250.0,100.0,0.0,0.009399927387543716,0.7754499077903809,0.776467864877301
2.158,288.6,100.0,9.0,0.011014530100305703,0.39598856825577755,0.40602023465063247
2.172,285.0,100.0,4.0,0.010947666303530331,0.4109769024609082,0.4159480818148424
2.172,285.5,100.0,10.0,0.010966872735641788,0.6836383705256512,0.6989542842208998
2.172,286.0,100.0,5.0,0.010986079167753246,0.6607749455008951,0.6646764835914452
2.172,286.5,100.0,6.0,0.011005285599864701,0.38190618351978006,0.38647662832088886
2.172,287.0,100.0,7.0,0.011024492031976158,0.447789120345533,0.45349189598449247
2.172,287.7,100.0,8.0,0.011051381036932198,0.32473419975575646,0.3310889794321587
2.188,284.0,100.0,1.0,0.010989577338457077,0.5224552617169799,0.5243615301490923
2.188,284.2,100.0,2.0,0.010997316477427821,0.38275639379551873,0.3844978474154307
2.188,284.6,100.0,3.0,0.011012794755369312,0.3068761097340558,0.3102942958017316
2.198,250.0,100.0,0.0,0.009718115616754446,0.7053025029434044,0.7062283753615719
2.22,288.6,100.0,9.0,0.01133082475590968,0.4163636521160668,0.4269114850380361
2.234,285.0,100.0,4.0,0.011260012569035808,0.3967102624077329,0.4015088723884062
2.234,285.5,100.0,10.0,0.01127976697705166,0.6428435969443665,0.6572455636490333
2.234,286.0,100.0,5.0,0.011299521385067512,0.59946733148706,0.6030068794734992
2.234,286.5,100.0,6.0,0.011319275793083365,0.3762829032671647,0.38078605171879076
2.234,287.0,100.0,7.0,0.011339030201099217,0.4075989422428571,0.41278987970130754
2.234,287.7,100.0,8.0,0.011366686372321409,0.35109196519507674,0.3579625445385764
2.25,284.0,100.0,1.0,0.011300824296427179,0.4396655594641842,0.4412697553410507
2.25,284.2,100.0,2.0,0.011308782623396494,0.3972183643029247,0.399025616564739
2.25,284.6,100.0,3.0,0.011324699277335126,0.29718425367379775,0.30049448553355623
2.268,250.0,100.0,0.0,0.010027450575777506,0.7496488554681696,0.7506329427154038
2.28,288.6,100.0,9.0,0.011636903729166221,0.37201309520087483,0.38143738560908186
2.296,285.0,100.0,4.0,0.011572345649638039,0.39227640307037004,0.3970213810589189
2.296,285.5,100.0,10.0,0.011592648010426879,0.6552351059444493,0.6699146862100009
2.296,286.0,100.0,5.0,0.011612950371215718,0.6074194310551226,0.6110059321222981
2.296,286.5,100.0,6.0,0.011633252732004556,0.38694816522569986,0.3915789497124946
2.296,287.0,100.0,7.0,0.011653555092793394,0.4553099760249848,0.46110853280422703
2.296,287.7,100.0,8.0,0.011681978397897768,0.3324143118111452,0.33891938492765566
2.312,284.0,100.0,1.0,0.011612058021705575,0.4526584844706766,0.45431008728282646
2.312,284.2,100.0,2.0,0.011620235527354663,0.35199798938965954,0.35359949933896645
2.312,284.6,100.0,3.0,0.011636590538652842,0.2793660359977975,0.2824777969389051
2.338,250.0,100.0,0.0,0.010336770567575431,0.775923039985492,0.7769416181676837
2.342,288.6,100.0,9.0,0.011953171924500808,0.33783538936223995,0.34639384835358344
2.358,285.0,100.0,4.0,0.011884665179610844,0.33601987485199475,0.3400843734999076
2.358,285.5,100.0,10.0,0.011905515469399636,0.6192097914724342,0.6330822774742842
2.358,286.0,100.0,5.0,0.011926365759188427,0.6048383481923472,0.6084096092853492
2.358,286.5,100.0,6.0,0.011947216048977218,0.4249518630270338,0.43003745503079044
2.358,287.0,100.0,7.0,0.01196806633876601,0.37736910721866496,0.382175055496019
2.358,287.7,100.0,8.0,0.011997256744470317,0.33692970165516023,0.34352313721588923
2.376,284.0,100.0,1.0,0.01193331727833264,0.456469441012604,0.45813494875917476
2.376,284.2,100.0,2.0,0.011941721022894846,0.32184670188877174,0.3233110304098528
2.376,284.6,100.0,3.0,0.01195852851201926,0.26563182339066743,0.26859060372267884
2.402,288.6,100.0,9.0,0.01225922459719007,0.34132955238475876,0.34997652978441274
2.408,250.0,100.0,0.0,0.010646075130449422,0.719505994948317,0.7204505127299056
2.42,285.0,100.0,4.0,0.0121969707932439,0.43039441581771565,0.4356004695427546
2.42,285.5,100.0,10.0,0.012218368987618014,0.658639591280066,0.6733954440397097
2.42,286.0,100.0,5.0,0.012239767181992127,0.5814962957684525,0.5849297339805122
2.42,286.5,100.0,6.0,0.012261165376366238,0.3979249614353084,0.40268711022918685
2.42,287.0,100.0,7.0,0.01228256357074035,0.43144261696208097,0.4369372132660772
2.42,287.7,100.0,8.0,0.012312521042864106,0.3472189981626883,0.35401378674499523
2.438,284.0,100.0,1.0,0.012244522988486953,0.4299886942041284,0.43155758236353325
2.438,284.2,100.0,2.0,0.01225314589199997,0.3035833665703249,0.3049646011133105
2.438,284.6,100.0,3.0,0.012270391699026011,0.261288127537574,0.2641985249548641
2.464,288.6,100.0,9.0,0.012575464898319311,0.3177631630989866,0.32581312792202133
2.478,250.0,100.0,0.0,0.010955363802723697,0.7534582576386504,0.7544473456059793
2.482,285.0,100.0,4.0,0.012509262124843188,0.3348881555106399,0.3389389648738496
2.482,285.5,100.0,10.0,0.01253120819874642,0.5725781084098056,0.5854058800362729
2.482,286.0,100.0,5.0,0.012553154272649657,0.5746239163597799,0.5780167766864064
2.482,286.5,100.0,6.0,0.01257510034655289,0.400960244864761,0.4057587182743923
2.482,287.0,100.0,7.0,0.012597046420456124,0.3876997873074166,0.39263730097586047
2.482,287.7,100.0,8.0,0.01262777092392065,0.29767608813654817,0.3035013629504231
2.5,284.0,100.0,1.0,0.012555714360926286,0.3857745642516408,0.38718212950675573
2.5,284.2,100.0,2.0,0.012564556413293135,0.3045091215053352,0.30589456802050163
2.5,284.6,100.0,3.0,0.012582240518026836,0.24342091160039958,0.24613229232447909
2.524,288.6,100.0,9.0,0.01288148988282175,0.32254560097456864,0.33071672035904254
2.544,285.0,100.0,4.0,0.012821538808731403,0.29816541318414275,0.30177202401118125
2.544,285.5,100.0,10.0,0.012844032736466018,0.5654171062328881,0.5780844461222824
2.544,286.0,100.0,5.0,0.012866526664200637,0.49066779279815487,0.4935649351556893
2.544,286.5,100.0,6.0,0.012889020591935252,0.3746469133453267,0.3791304831623153
2.544,287.0,100.0,7.0,0.012911514519669869,0.3023823220058773,0.3062332832312337
2.544,287.7,100.0,8.0,0.012943006018498331,0.2749332674528155,0.28031348407825896
2.55,250.0,100.0,0.0,0.011273472229882122,0.7052485214177876,0.7061743229727363
2.562,284.0,100.0,1.0,0.012866891031261334,0.39756290543357536,0.3990134824914392
2.562,284.2,100.0,2.0,0.01287595222212842,0.25472684656529837,0.2558857951713323
2.562,284.6,100.0,3.0,0.012894074603862594,0.22838089533297687,0.23092475055594297
2.586,288.6,100.0,9.0,0.013197700855936164,0.3204956618662733,0.32861484968778626
2.604,285.0,100.0,4.0,0.013123727760218262,0.36541357171786853,0.36983361671916637
2.604,285.5,100.0,10.0,0.013146751844008119,0.5506840199272544,0.5630212866550907
2.604,286.0,100.0,5.0,0.013169775927797975,0.48438847136024216,0.4872485375363329
2.604,286.5,100.0,6.0,0.01319280001158783,0.3716899485823451,0.3761381310586432
2.604,287.0,100.0,7.0,0.01321582409537769,0.378122699972117,0.38293824555811656
2.604,287.7,100.0,8.0,0.013248057812683487,0.28032014070112726,0.28580577398013995
2.62,250.0,100.0,0.0,0.011582727248845794,0.7394601071233385,0.7404308192853735
2.624,284.0,100.0,1.0,0.013178052635120022,0.378854801697429,0.38023711900141516
2.624,284.2,100.0,2.0,0.013187332953877149,0.255657846570762,0.25682103101284187
2.624,284.6,100.0,3.0,0.013205893591391404,0.2095337141723183,0.21186763721087895
2.646,288.6,100.0,9.0,0.013503696764757763,0.29616308806262676,0.30366585338487023
2.666,285.0,100.0,4.0,0.013435974553525725,0.29101465227729445,0.2945347674526986
2.666,285.5,100.0,10.0,0.01345954643870735,0.48467016351295644,0.4955284867362693
2.666,286.0,100.0,5.0,0.013483118323888973,0.5606033166258022,0.5639133924820323
2.666,286.5,100.0,6.0,0.013506690209070598,0.3460675617426657,0.35020910947520517
2.666,287.0,100.0,7.0,0.013530262094252222,0.3123426650843611,0.31632047530913004
2.666,287.7,100.0,8.0,0.013563262733506495,0.2766867657829111,0.28210129692022023
2.688,284.0,100.0,1.0,0.013499235520449225,0.3513227132193445,0.35260457493415076
2.688,284.2,100.0,2.0,0.013508742024336867,0.2536922564183818,0.2548464978770351
2.688,284.6,100.0,3.0,0.013527755032112149,0.19421930764232004,0.19638264884223275
2.69,250.0,100.0,0.0,0.01189196497913922,0.6703711635629641,0.6712511805311269
2.708,288.6,100.0,9.0,0.01381987697618085,0.27949235943772455,0.2865728014872009
2.728,285.0,100.0,4.0,0.013748205613988904,0.31026550833383393,0.31401848199252697
2.728,285.5,100.0,10.0,0.013772325272960814,0.5267822162768012,0.5385839981962152
2.728,286.0,100.0,5.0,0.013796444931932725,0.5108278232194674,0.5138440002455088
2.728,286.5,100.0,6.0,0.013820564590904635,0.3646290856962848,0.3689927676186209
2.728,287.0,100.0,7.0,0.013844684249876546,0.2794128148806578,0.28297125013849733
2.728,287.7,100.0,8.0,0.01387845177243722,0.24526860426184344,0.250068307966581
2.75,284.0,100.0,1.0,0.01381036538272263,0.3417551272009326,0.34300207992250087
2.75,284.2,100.0,2.0,0.013820090992147082,0.22657524217473732,0.22760610745109483
2.75,284.6,100.0,3.0,0.013839542210995988,0.19314379580954621,0.19529515725787255
2.76,250.0,100.0,0.0,0.01220118495918638,0.6862629013200069,0.6871637798640249
2.768,288.6,100.0,9.0,0.014125842421959432,0.28196042284043515,0.289103388888537
2.79,285.0,100.0,4.0,0.014060420576001058,0.272589331219757,0.27588657358872754
2.79,285.5,100.0,10.0,0.014085087980520359,0.4772706883805756,0.4879632372304716
2.79,286.0,100.0,5.0,0.01410975538503966,0.5084595319209512,0.5114617253981706
2.79,286.5,100.0,6.0,0.014134422789558959,0.32876261728220296,0.33269706888261424
2.79,287.0,100.0,7.0,0.01415909019407826,0.2654239802544344,0.2688042620429304
2.79,287.7,100.0,8.0,0.01419362456040528,0.23519257106473243,0.23979509513447034
2.812,284.0,100.0,1.0,0.014121479073759083,0.31061179941564915,0.31174512031650825
2.812,284.2,100.0,2.0,0.014131423777332154,0.2473483437050959,0.2484737218189742
