sam_th,energy,R,pol
0.1,250.0,0.995275774079029,1
0.5061224489795918,250.0,0.9762392443284496,1
0.9122448979591836,250.0,0.9572512225791019,1
1.3183673469387756,250.0,0.9380524986672091,1
1.7244897959183674,250.0,0.9183640781324756,1
2.1306122448979594,250.0,0.8978647851860353,1
2.536734693877551,250.0,0.8761599053164483,1
2.9428571428571426,250.0,0.8527323113905968,1
3.3489795918367347,250.0,0.8268589661801709,1
3.7551020408163267,250.0,0.7974547000472818,1
4.161224489795918,250.0,0.7627477673080135,1
4.5673469387755095,250.0,0.719509861885426,1
4.9734693877551015,250.0,0.6608625932906144,1
5.3795918367346935,250.0,0.5682211292911153,1
5.785714285714285,250.0,0.373760602378183,1
6.191836734693877,250.0,0.07734232446849887,1
6.597959183673469,250.0,0.15241481545450036,1
7.004081632653061,250.0,0.025504110416024444,1
7.410204081632653,250.0,0.03191105123298181,1
7.816326530612245,250.0,0.07065446092531397,1
8.222448979591837,250.0,0.032754019608577156,1
8.628571428571428,250.0,0.0017379145923640208,1
9.03469387755102,250.0,0.015041784950178405,1
9.440816326530612,250.0,0.02900232837855323,1
9.846938775510203,250.0,0.01973742714960466,1
10.253061224489795,250.0,0.0042735577461442496,1
10.659183673469387,250.0,0.00159770848065758,1
11.065306122448979,250.0,0.008700360521628642,1
11.47142857142857,250.0,0.012188479741174338,1
11.877551020408163,250.0,0.00785850897001381,1
12.283673469387754,250.0,0.0019153771390553922,1
12.689795918367347,250.0,0.0006501645103491122,1
13.095918367346938,250.0,0.0034553899679952526,1
13.502040816326529,250.0,0.005544218036815402,1
13.908163265306122,250.0,0.00437485246225734,1
14.314285714285713,250.0,0.0016287838967315707,1
14.720408163265306,250.0,0.000260817387886303,1
15.126530612244897,250.0,0.0010879220516046113,1
15.53265306122449,250.0,0.0024826828303508006,1
15.938775510204081,250.0,0.002670355877749801,1
16.344897959183676,250.0,0.0015571307941282973,1
16.751020408163267,250.0,0.00040246554676242696,1
17.15714285714286,250.0,0.00024344103540799918,1
17.56326530612245,250.0,0.0009125972173229719,1
17.96938775510204,250.0,0.0014736905926991566,1
18.375510204081632,250.0,0.0013105075166684936,1
18.781632653061227,250.0,0.0006508657996116074,1
19.187755102040818,250.0,0.00016356333677043828,1
19.59387755102041,250.0,0.00022450961842910343,1
20.0,250.0,0.0006174209218619065,1
0.1,250.0,0.9952317198327044,0
0.5061224489795918,250.0,0.9760198064367251,0
0.9122448979591836,250.0,0.9568602618678006,0
1.3183673469387756,250.0,0.9374915910609858,0
1.7244897959183674,250.0,0.9176325466127471,0
2.1306122448979594,250.0,0.8969595812831003,0
2.536734693877551,250.0,0.8750753102665059,0
2.9428571428571426,250.0,0.8514593886316935,0
3.3489795918367347,250.0,0.8253846287815577,0
3.7551020408163267,250.0,0.7957601193508207,0
4.161224489795918,250.0,0.760805540910215,0
4.5673469387755095,250.0,0.7172786006782286,0
4.9734693877551015,250.0,0.6582757313533599,0
5.3795918367346935,250.0,0.5651672549817672,0
5.785714285714285,250.0,0.37024840217826527,0
6.191836734693877,250.0,0.07501469888842136,0
6.597959183673469,250.0,0.1489256393902847,0
7.004081632653061,250.0,0.02472841345462031,0
7.410204081632653,250.0,0.030257288027300367,0
7.816326530612245,250.0,0.06753139344680047,0
8.222448979591837,250.0,0.031194223586233385,0
8.628571428571428,250.0,0.0015661687915605967,0
9.03469387755102,250.0,0.013839638506585235,0
9.440816326530612,250.0,0.026749284753067357,0
9.846938775510203,250.0,0.018108076825679924,0
10.253061224489795,250.0,0.0038773084074567063,0
10.659183673469387,250.0,0.0013669052945268904,0
11.065306122448979,250.0,0.0076386132460727315,0
11.47142857142857,250.0,0.010661728929422427,0
11.877551020408163,250.0,0.0068164154672180136,0
12.283673469387754,250.0,0.0016368576349814336,0
12.689795918367347,250.0,0.0005201714897960414,0
13.095918367346938,250.0,0.0028408360497929447,0
13.502040816326529,250.0,0.0045350585391799175,0
13.908163265306122,250.0,0.0035411817450351816,0
14.314285714285713,250.0,0.0012992994809181856,0
14.720408163265306,250.0,0.00019437932899689104,0
15.126530612244897,250.0,0.0008220061695274113,0
15.53265306122449,250.0,0.001871840876485756,0
15.938775510204081,250.0,0.0019897034897830407,0
16.344897959183676,250.0,0.001142515839562592,0
16.751020408163267,250.0,0.00028715687890071284,0
17.15714285714286,250.0,0.00016406182095539274,0
17.56326530612245,250.0,0.0006231750769634124,0
17.96938775510204,250.0,0.0009954736313672705,0
18.375510204081632,250.0,0.000870649450621318,0
18.781632653061227,250.0,0.0004234684180111497,0
19.187755102040818,250.0,0.00010158364005437328,0
