sam_th,energy,R,pol
19.59387755102041,250.0,0.00013497420397908324,0
20.0,250.0,0.0003710236157142821,0
0.1,275.0,0.9938183900128684,1
0.5061224489795918,275.0,0.9689369028205239,1
0.9122448979591836,275.0,0.9440046536590341,1
1.3183673469387756,275.0,0.9184478107052674,1
1.7244897959183674,275.0,0.8915931082808914,1
2.1306122448979594,275.0,0.8625539196277562,1
2.536734693877551,275.0,0.8300211508272909,1
2.9428571428571426,275.0,0.7918098819681454,1
3.3489795918367347,275.0,0.7436838863755642,1
3.7551020408163267,275.0,0.6754994595901332,1
4.161224489795918,275.0,0.5535881290501371,1
4.5673469387755095,275.0,0.23337312512516073,1
4.9734693877551015,275.0,0.22319157024928132,1
5.3795918367346935,275.0,0.16469802626509905,1
5.785714285714285,275.0,0.0020458707596515075,1
6.191836734693877,275.0,0.1094846885916087,1
6.597959183673469,275.0,0.10068947054158615,1
7.004081632653061,275.0,0.017227499602980766,1
7.410204081632653,275.0,0.0070611667422435884,1
7.816326530612245,275.0,0.039472524983939564,1
8.222448979591837,275.0,0.0370372530074099,1
8.628571428571428,275.0,0.011039652960450596,1
9.03469387755102,275.0,9.092080790839496e-05,1
9.440816326530612,275.0,0.009086056650197218,1
9.846938775510203,275.0,0.015785418686269946,1
10.253061224489795,275.0,0.010300288521775731,1
10.659183673469387,275.0,0.0018413785776847688,1
11.065306122448979,275.0,0.0005058767920780528,1
11.47142857142857,275.0,0.004660247606441955,1
11.877551020408163,275.0,0.006690533597656934,1
12.283673469387754,275.0,0.004075140015135914,1
12.689795918367347,275.0,0.0006678275270644287,1
13.095918367346938,275.0,0.00028127950342845295,1
13.502040816326529,275.0,0.002199442856662671,1
13.908163265306122,275.0,0.0032466302310919593,1
14.314285714285713,275.0,0.002145065380564687,1
14.720408163265306,275.0,0.00046070201858412324,1
15.126530612244897,275.0,8.299588751534281e-05,1
15.53265306122449,275.0,0.0009801824591286516,1
15.938775510204081,275.0,0.0016928027114446154,1
16.344897959183676,275.0,0.0013275282964717828,1
16.751020408163267,275.0,0.00042341288310742873,1
17.15714285714286,275.0,1.9838465001111488e-05,1
17.56326530612245,275.0,0.0003846626752044532,1
17.96938775510204,275.0,0.0008821914916467942,1
18.375510204081632,275.0,0.0008714965904937457,1
18.781632653061227,275.0,0.0004107723796610844,1
19.187755102040818,275.0,4.579779112228397e-05,1
19.59387755102041,275.0,0.00011498768120713602,1
20.0,275.0,0.000423093117770744,1
0.1,275.0,0.9937774177740837,0
0.5061224489795918,275.0,0.9687336238114826,0
0.9122448979591836,275.0,0.9436429915424464,0
1.3183673469387756,275.0,0.9179283174340537,0
1.7244897959183674,275.0,0.8909128372578384,0
2.1306122448979594,275.0,0.8617058482548949,0
2.536734693877551,275.0,0.8289929109790315,0
2.9428571428571426,275.0,0.7905812000528193,0
3.3489795918367347,275.0,0.7422212391072357,0
3.7551020408163267,275.0,0.6737444731678098,0
4.161224489795918,275.0,0.5514491781667069,0
4.5673469387755095,275.0,0.2314193746704261,0
4.9734693877551015,275.0,0.22011546392813658,0
5.3795918367346935,275.0,0.162732712346393,0
5.785714285714285,275.0,0.0018444326838798646,0
6.191836734693877,275.0,0.1064149348479801,0
6.597959183673469,275.0,0.09799536575777032,0
7.004081632653061,275.0,0.01679021949445349,0
7.410204081632653,275.0,0.006615924853728303,0
7.816326530612245,275.0,0.03737739792375823,0
8.222448979591837,275.0,0.03498452393232913,0
8.628571428571428,275.0,0.010395174033984345,0
9.03469387755102,275.0,7.207642830429701e-05,0
9.440816326530612,275.0,0.008273965567674561,0
9.846938775510203,275.0,0.014330542873562934,0
10.253061224489795,275.0,0.009292297358929917,0
10.659183673469387,275.0,0.0016562386014592314,0
11.065306122448979,275.0,0.00043130746553083347,0
11.47142857142857,275.0,0.004028924691415325,0
11.877551020408163,275.0,0.005744118618364802,0
12.283673469387754,275.0,0.0034673416646032887,0
12.689795918367347,275.0,0.0005646705667606594,0
13.095918367346938,275.0,0.00022522621741742714,0
13.502040816326529,275.0,0.0017802288844820664,0
13.908163265306122,275.0,0.0026027085779038086,0
14.314285714285713,275.0,0.0016994736849343531,0
14.720408163265306,275.0,0.00036088708195947334,0
15.126530612244897,275.0,6.028990245630093e-05,0
15.53265306122449,275.0,0.0007323985808519127,0
15.938775510204081,275.0,0.0012503946252487507,0
16.344897959183676,275.0,0.0009663733520416675,0
16.751020408163267,275.0,0.0003034646963678388,0
17.15714285714286,275.0,1.2552147829055849e-05,0
17.56326530612245,275.0,0.00026111875961268977,0
17.96938775510204,275.0,0.0005917909294744628,0
18.375510204081632,275.0,0.0005746070150437545,0
18.781632653061227,275.0,0.00026571924719400017,0
19.187755102040818,275.0,2.8472604905060007e-05,0
19.59387755102041,275.0,6.935020558224088e-05,0
20.0,275.0,0.0002535660649365519,0
0.1,300.0,0.9794652544985546,1
0.5061224489795918,300.0,0.8998967201498419,1
0.9122448979591836,300.0,0.8252277128392107,1
1.3183673469387756,300.0,0.7540664780289591,1
1.7244897959183674,300.0,0.6852702826134567,1
2.1306122448979594,300.0,0.6178859560283096,1
2.536734693877551,300.0,0.5511316725145581,1
2.9428571428571426,300.0,0.4844292372613585,1
3.3489795918367347,300.0,0.41750832401835675,1
3.7551020408163267,300.0,0.3506087861099877,1
4.161224489795918,300.0,0.28477422813446585,1
4.5673469387755095,300.0,0.2221018151928918,1
4.9734693877551015,300.0,0.16559393255334287,1
5.3795918367346935,300.0,0.11823730094380482,1
5.785714285714285,300.0,0.08158134413223597,1
6.191836734693877,300.0,0.05512687915386167,1
6.597959183673469,300.0,0.037200365855629504,1
7.004081632653061,300.0,0.025658146518065274,1
7.410204081632653,300.0,0.018145591681710028,1
7.816326530612245,300.0,0.013056835435174805,1
8.222448979591837,300.0,0.009819141006622711,1
8.628571428571428,300.0,0.00789344936311225,1
9.03469387755102,300.0,0.0064449067633431684,1
9.440816326530612,300.0,0.005111988999534763,1
9.846938775510203,300.0,0.004160644652261858,1
10.253061224489795,300.0,0.0036859019244658807,1
10.659183673469387,300.0,0.0032953004287979543,1
11.065306122448979,300.0,0.002714269632249131,1
11.47142857142857,300.0,0.002165807346386381,1
11.877551020408163,300.0,0.0019232051593911109,1
12.283673469387754,300.0,0.0018489873100714126,1
12.689795918367347,300.0,0.0016370564421576096,1
13.095918367346938,300.0,0.001286111531904466,1
13.502040816326529,300.0,0.0010535912964061873,1
13.908163265306122,300.0,0.0010327726274805406,1
14.314285714285713,300.0,0.001029898104714226,1
14.720408163265306,300.0,0.0008772262953867869,1
15.126530612244897,300.0,0.0006662702108460976,1
15.53265306122449,300.0,0.0005794365159449401,1
15.938775510204081,300.0,0.0006172731579922176,1
16.344897959183676,300.0,0.0006194013650010472,1
16.751020408163267,300.0,0.0005070141725770793,1
17.15714285714286,300.0,0.0003788967675745325,1
17.56326530612245,300.0,0.0003508559399978417,1
17.96938775510204,300.0,0.00039482401603709434,1
18.375510204081632,300.0,0.00039521890366686326,1
18.781632653061227,300.0,0.00031501091806974957,1
19.187755102040818,300.0,0.00023370604178154662,1
19.59387755102041,300.0,0.00022579510562199847,1
20.0,300.0,0.0002630286688498203,1
0.1,300.0,0.9793088201052297,0
0.5061224489795918,300.0,0.8991656178263995,0
0.9122448979591836,300.0,0.8240042658935307,0
1.3183673469387756,300.0,0.7524180875262707,0
1.7244897959183674,300.0,0.6832544323101238,0
2.1306122448979594,300.0,0.6155543561775265,0
2.536734693877551,300.0,0.5485341530967262,0
2.9428571428571426,300.0,0.4816178979806458,0
3.3489795918367347,300.0,0.41454230285488197,0
3.7551020408163267,300.0,0.3475595433714223,0
4.161224489795918,300.0,0.28172994186655426,0
4.5673469387755095,300.0,0.2191669732356572,0
4.9734693877551015,300.0,0.16287816641506864,0
5.3795918367346935,300.0,0.11583184462086085,0
5.785714285714285,300.0,0.07953524949052654,0
6.191836734693877,300.0,0.05343967697718455,0
6.597959183673469,300.0,0.035828894913528815,0
7.004081632653061,300.0,0.024537123860751412,0
7.410204081632653,300.0,0.01722046873547443,0
7.816326530612245,300.0,0.012288046771585865,0
8.222448979591837,300.0,0.009159244448067247,0
8.628571428571428,300.0,0.007298292789080927,0
9.03469387755102,300.0,0.005905822954069346,0
9.440816326530612,300.0,0.0046383697108973235,0
9.846938775510203,300.0,0.003735407696549665,0
10.253061224489795,300.0,0.003275743858310589,0
10.659183673469387,300.0,0.0028994155749614385,0
11.065306122448979,300.0,0.0023615310017510594,0
11.47142857142857,300.0,0.0018604997730446876,0
11.877551020408163,300.0,0.001631500885111565,0
12.283673469387754,300.0,0.0015505079473620833,0
12.689795918367347,300.0,0.001355973323477194,0
13.095918367346938,300.0,0.0010500220023946594,0
13.502040816326529,300.0,0.0008467771713494139,0
13.908163265306122,300.0,0.0008183641398477415,0
14.314285714285713,300.0,0.0008051631901256608,0
14.720408163265306,300.0,0.0006754611544865036,0
15.126530612244897,300.0,0.0005039204786160583,0
15.53265306122449,300.0,0.0004302679709275079,0
15.938775510204081,300.0,0.0004511583497400618,0
16.344897959183676,300.0,0.00044556816863770317,0
16.751020408163267,300.0,0.0003580834911786634,0
17.15714285714286,300.0,0.00026191609261389486,0
17.56326530612245,300.0,0.00023750538855682362,0
17.96938775510204,300.0,0.0002625058191953607,0
18.375510204081632,300.0,0.00025788700648849994,0
18.781632653061227,300.0,0.0002011372547300398,0
19.187755102040818,300.0,0.00014552508092395861,0
19.59387755102041,300.0,0.00013728333929594977,0
20.0,300.0,0.00015664541548324122,0
